,ID,Protein_type,Protein_class_type,kP,MW,PI_mean,PI_range,Protein_conc,Temperature,Buffer_type,Buffer_pH,Buffer_conc,Salt_type,Salt_conc,Stabilizer_type,Stabilizer_conc,Surfactant_type,Surfactant_conc,Excipient_type,Excipient_conc,C_Class,HCI,Viscosity_100,Viscosity_1000,Viscosity_10000,Viscosity_100000,Viscosity_15000000
126,127,poly-hIgG,Polyclonal,3.0,150.0,7.6,1.0,101.0,27.5,Acetate,5.0,20.0,NaCl,140.0,none,0.0,none,0.0,none,0.0,0.9,0.9,2.44,2.44,2.44,2.35,2.2
127,128,poly-hIgG,Polyclonal,3.0,150.0,7.6,1.0,167.0,27.5,Acetate,5.0,20.0,NaCl,140.0,none,0.0,none,0.0,none,0.0,0.9,0.9,4.59,4.59,4.59,3.51,2.77
128,129,BGG,Polyclonal,3.0,150.0,6.6,1.0,203.0,27.5,Acetate,5.0,20.0,NaCl,140.0,none,0.0,none,0.0,none,0.0,0.9,0.9,18.37,15.62,15.16,10.06,4.58
129,130,BGG,Polyclonal,3.0,150.0,6.6,1.0,79.0,27.5,Acetate,5.0,20.0,NaCl,140.0,none,0.0,none,0.0,none,0.0,0.9,0.9,1.75,1.71,1.66,1.66,1.44
130,131,BGG,Polyclonal,3.0,150.0,6.6,1.0,108.0,27.5,Acetate,5.0,20.0,NaCl,140.0,none,0.0,none,0.0,none,0.0,0.9,0.9,2.67,2.67,2.67,2.46,2.16
131,132,BGG,Polyclonal,3.0,150.0,6.6,1.0,163.0,27.5,Acetate,5.0,20.0,NaCl,140.0,none,0.0,none,0.0,none,0.0,0.9,0.9,5.05,5.05,5.05,4.65,4.23
132,133,BSA,Other,2.0,66.0,4.7,0.3,150.0,27.5,Acetate,5.0,20.0,NaCl,140.0,Sucrose,0.51,none,0.0,none,0.0,0.85,0.9,5.05,5.05,5.05,4.74,4.11
133,134,BSA,Other,2.0,66.0,4.7,0.3,94.0,27.5,Acetate,5.0,20.0,NaCl,140.0,Sucrose,0.978,none,0.0,none,0.0,0.85,0.9,6.7,6.7,6.7,6.15,5.59
134,135,poly-hIgG,Polyclonal,3.0,150.0,7.6,1.0,171.0,27.5,Acetate,5.0,20.0,NaCl,140.0,Sucrose,0.488,none,0.0,none,0.0,0.9,0.9,10.97,10.11,9.46,6.54,4.17
135,136,poly-hIgG,Polyclonal,3.0,150.0,7.6,1.0,111.0,27.5,Acetate,5.0,20.0,NaCl,140.0,Sucrose,0.986,none,0.0,none,0.0,0.9,0.9,11.02,10.11,9.19,6.88,5.75
136,137,BGG,Polyclonal,3.0,150.0,6.6,1.0,159.0,27.5,Acetate,5.0,20.0,NaCl,140.0,Sucrose,0.476,none,0.0,none,0.0,0.9,0.9,9.65,9.65,9.65,6.71,4.65
137,138,BGG,Polyclonal,3.0,150.0,6.6,1.0,97.0,27.5,Acetate,5.0,20.0,NaCl,140.0,Sucrose,1.0,none,0.0,none,0.0,0.9,0.9,12.31,10.11,10.11,7.55,6.24
138,139,BGG,Polyclonal,3.0,150.0,6.6,1.0,181.0,27.5,Acetate,5.0,20.0,NaCl,140.0,Sucrose,0.1,none,0.0,none,0.0,0.9,0.9,15.62,15.62,13.78,8.64,4.14
139,140,BGG,Polyclonal,3.0,150.0,6.6,1.0,154.0,27.5,Acetate,5.0,20.0,NaCl,140.0,Sucrose,0.1,none,0.0,none,0.0,0.9,0.9,6.43,5.97,5.97,4.61,3.45
140,141,BGG,Polyclonal,3.0,150.0,6.6,1.0,102.0,27.5,Acetate,5.0,20.0,NaCl,140.0,Sucrose,0.1,none,0.0,none,0.0,0.9,0.9,2.76,2.76,2.76,2.46,2.0
141,142,BGG,Polyclonal,3.0,150.0,6.6,1.0,75.0,27.5,Acetate,5.0,20.0,NaCl,140.0,Sucrose,0.1,none,0.0,none,0.0,0.9,0.9,2.02,2.02,2.02,2.02,1.76
142,143,BSA,Other,2.0,66.0,4.7,0.3,183.0,27.5,Acetate,5.0,20.0,NaCl,140.0,Sucrose,0.1,none,0.0,none,0.0,0.85,0.9,4.04,4.04,4.04,4.04,4.0
143,144,BSA,Other,2.0,66.0,4.7,0.3,125.0,27.5,Acetate,5.0,20.0,NaCl,140.0,Sucrose,0.1,none,0.0,none,0.0,0.85,0.9,3.04,3.04,3.04,2.76,1.5
144,145,BSA,Other,2.0,66.0,4.7,0.3,105.0,27.5,Acetate,5.0,20.0,NaCl,140.0,Sucrose,0.1,none,0.0,none,0.0,0.85,0.9,2.48,2.48,2.48,2.21,1.5
145,146,BSA,Other,2.0,66.0,4.7,0.3,63.0,27.5,Acetate,5.0,20.0,NaCl,140.0,Sucrose,0.1,none,0.0,none,0.0,0.85,0.9,1.84,1.84,1.84,1.76,1.3
146,147,poly-hIgG,Polyclonal,3.0,150.0,7.6,1.0,202.0,27.5,Acetate,5.0,20.0,NaCl,140.0,Sucrose,0.1,none,0.0,none,0.0,0.9,0.9,9.19,9.19,9.19,5.87,3.4
147,148,poly-hIgG,Polyclonal,3.0,150.0,7.6,1.0,158.0,27.5,Acetate,5.0,20.0,NaCl,140.0,Sucrose,0.1,none,0.0,none,0.0,0.9,0.9,4.59,4.59,4.59,3.77,3.4
148,149,poly-hIgG,Polyclonal,3.0,150.0,7.6,1.0,95.0,27.5,Acetate,5.0,20.0,NaCl,140.0,Sucrose,0.1,none,0.0,none,0.0,0.9,0.9,2.71,2.71,2.71,2.39,2.28
149,150,poly-hIgG,Polyclonal,3.0,150.0,7.6,1.0,60.0,27.5,Acetate,5.0,20.0,NaCl,140.0,Sucrose,0.1,none,0.0,none,0.0,0.9,0.9,1.47,1.47,1.47,1.47,1.4
150,151,poly-hIgG,Polyclonal,3.0,150.0,7.6,1.0,220.0,27.5,Histidine,6.0,15.0,none,0.0,none,0.0,none,0.0,none,0.0,0.9,0.9,14.7,12.12,12.12,10.06,4.0
151,152,poly-hIgG,Polyclonal,3.0,150.0,7.6,1.0,194.0,27.5,Acetate,6.0,20.0,none,0.0,none,0.0,none,0.0,none,0.0,0.9,0.9,14.38,14.38,14.38,12.6,3.5
152,153,poly-hIgG,Polyclonal,3.0,150.0,7.6,1.0,209.0,27.5,Acetate,6.0,20.0,none,0.0,none,0.0,none,0.0,none,0.0,0.9,0.9,15.64,15.64,15.64,12.6,3.81
153,154,poly-hIgG,Polyclonal,3.0,150.0,7.6,1.0,134.0,27.5,Acetate,6.0,20.0,none,0.0,none,0.0,none,0.0,none,0.0,0.9,0.9,6.8,6.8,6.43,5.45,2.21
154,155,poly-hIgG,Polyclonal,3.0,150.0,7.6,1.0,175.0,27.5,Histidine,6.0,15.0,none,0.0,none,0.0,none,0.0,none,0.0,0.9,0.9,6.8,6.34,6.34,5.45,3.3
155,156,poly-hIgG,Polyclonal,3.0,150.0,7.6,1.0,157.0,27.5,Acetate,6.0,20.0,none,0.0,none,0.0,none,0.0,none,0.0,0.9,0.9,6.67,6.67,6.67,6.09,2.6
156,157,poly-hIgG,Polyclonal,3.0,150.0,7.6,1.0,163.0,27.5,Histidine,6.0,36.0,NaCl,32.0,none,0.0,none,0.0,none,0.0,0.9,0.9,9.19,7.35,7.35,6.37,2.5
157,158,poly-hIgG,Polyclonal,3.0,150.0,7.6,1.0,150.0,27.5,Acetate,6.0,20.0,NaCl,32.0,none,0.0,none,0.0,none,0.0,0.9,0.9,6.06,4.59,4.5,3.6,2.3
158,159,poly-hIgG,Polyclonal,3.0,150.0,7.6,1.0,175.0,27.5,Histidine,6.0,15.0,none,0.0,none,0.0,none,0.0,none,0.0,0.9,0.9,6.43,5.23,4.96,4.02,2.0
159,160,poly-hIgG,Polyclonal,3.0,150.0,7.6,1.0,175.0,27.5,Histidine,6.0,15.0,none,0.0,none,0.0,none,0.0,none,0.0,0.9,0.9,10.66,10.66,9.37,6.71,3.28
160,161,Adalimumab,mAb_IgG1,3.0,148.0,8.7,0.3,143.0,27.5,Histidine,6.0,15.0,none,0.0,none,0.0,none,0.0,none,0.0,1.0,1.0,6.15,6.15,6.15,4.44,2.54
161,162,Adalimumab,mAb_IgG1,3.0,148.0,8.7,0.3,139.0,27.5,Acetate,5.0,20.0,none,0.0,none,0.0,none,0.0,none,0.0,1.0,1.0,6.43,5.23,5.23,3.81,2.28
162,163,Adalimumab,mAb_IgG1,3.0,148.0,8.7,0.3,100.0,27.5,Acetate,5.0,20.0,none,0.0,none,0.0,none,0.0,none,0.0,1.0,1.0,3.67,3.13,2.85,2.44,1.45
163,164,Adalimumab,mAb_IgG1,3.0,148.0,8.7,0.3,35.0,27.5,Acetate,5.0,20.0,none,0.0,none,0.0,tween-80,0.1,none,0.0,1.0,1.0,1.47,1.47,1.47,1.47,1.47
164,165,Adalimumab,mAb_IgG1,3.0,148.0,8.7,0.3,35.0,27.5,Acetate,5.0,20.0,none,0.0,Sucrose,0.5,none,0.0,none,0.0,1.0,1.0,1.97,1.97,1.97,1.76,1.2
165,166,Adalimumab,mAb_IgG1,3.0,148.0,8.7,0.3,52.0,27.5,Acetate,5.0,20.0,none,0.0,Sucrose,0.25,tween-80,0.05,none,0.0,1.0,1.0,2.02,2.02,2.02,2.02,2.0
166,167,Adalimumab,mAb_IgG1,3.0,148.0,8.7,0.3,100.0,27.5,Histidine,6.0,15.0,none,0.0,none,0.0,none,0.0,none,0.0,1.0,1.0,3.22,2.67,2.48,2.1,1.3
167,168,Adalimumab,mAb_IgG1,3.0,148.0,8.7,0.3,52.0,27.5,Histidine,6.0,15.0,none,0.0,Sucrose,0.5,none,0.0,none,0.0,1.0,1.0,2.76,2.48,2.02,1.58,1.2
168,169,Adalimumab,mAb_IgG1,3.0,148.0,8.7,0.3,52.0,27.5,Histidine,6.0,15.0,none,0.0,Sucrose,0.25,tween-80,0.05,none,0.0,1.0,1.0,2.76,2.39,1.7,1.58,1.15
169,170,Adalimumab,mAb_IgG1,3.0,148.0,8.7,0.3,35.0,27.5,Histidine,6.0,15.0,none,0.0,Sucrose,0.5,tween-80,0.1,none,0.0,1.0,1.0,1.84,1.84,1.75,1.67,1.52
170,171,Bevacizumab,mAb_IgG1,3.0,149.0,8.3,0.3,146.0,27.5,Acetate,5.0,20.0,none,0.0,none,0.0,none,0.0,none,0.0,1.0,1.0,3.22,3.22,3.22,2.64,1.75
171,172,Bevacizumab,mAb_IgG1,3.0,149.0,8.3,0.3,136.0,27.5,Histidine,6.0,15.0,none,0.0,none,0.0,none,0.0,none,0.0,1.0,1.0,3.31,3.31,3.04,2.52,1.66
172,173,Bevacizumab,mAb_IgG1,3.0,149.0,8.3,0.3,100.0,27.5,Histidine,6.0,15.0,none,0.0,none,0.0,none,0.0,none,0.0,1.0,1.0,3.04,2.76,2.35,2.24,1.4
173,174,Bevacizumab,mAb_IgG1,3.0,149.0,8.3,0.3,50.0,27.5,Histidine,6.0,15.0,none,0.0,Sucrose,0.5,none,0.0,none,0.0,1.0,1.0,1.62,1.62,1.62,1.45,1.3
174,175,Bevacizumab,mAb_IgG1,3.0,149.0,8.3,0.3,60.0,27.5,Histidine,6.0,15.0,none,0.0,Sucrose,0.25,tween-80,0.1,none,0.0,1.0,1.0,2.3,2.3,2.02,1.94,1.1
175,176,Bevacizumab,mAb_IgG1,3.0,149.0,8.3,0.3,80.0,27.5,Histidine,6.0,15.0,none,0.0,none,0.0,tween-80,0.1,none,0.0,1.0,1.0,2.3,2.3,2.3,2.3,2.3
176,177,Bevacizumab,mAb_IgG1,3.0,149.0,8.3,0.3,75.0,27.5,Acetate,5.0,20.0,none,0.0,none,0.0,none,0.0,none,0.0,1.0,1.0,1.38,1.38,1.38,1.23,1.12
177,178,Bevacizumab,mAb_IgG1,3.0,149.0,8.3,0.3,50.0,27.5,Acetate,5.0,20.0,none,0.0,Sucrose,0.5,tween-80,0.05,none,0.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0
178,179,Bevacizumab,mAb_IgG1,3.0,149.0,8.3,0.3,75.0,27.5,Acetate,5.0,20.0,none,0.0,none,0.0,tween-80,0.05,none,0.0,1.0,1.0,1.75,1.66,1.66,1.66,1.6
179,180,Bevacizumab,mAb_IgG1,3.0,149.0,8.3,0.3,100.0,27.5,Acetate,5.0,20.0,none,0.0,Sucrose,0.25,tween-80,0.1,none,0.0,1.0,1.0,2.58,2.39,2.07,1.76,1.2
180,181,none,None,0.0,0.0,0.0,0.0,0.0,20.0,PBS,7.4,10.0,NaCl,140.0,Sucrose,1.0,none,0.0,none,0.0,0.0,0.0,3.77,3.77,3.77,3.77,3.77
181,182,none,None,0.0,0.0,0.0,0.0,0.0,15.0,PBS,7.4,10.0,NaCl,140.0,Sucrose,1.0,none,0.0,none,0.0,0.0,0.0,4.38,4.38,4.38,4.38,4.38
182,183,none,None,0.0,0.0,0.0,0.0,0.0,30.0,PBS,7.4,10.0,NaCl,140.0,Sucrose,1.0,none,0.0,none,0.0,0.0,0.0,2.8,2.8,2.8,2.8,2.8
183,184,none,None,0.0,0.0,0.0,0.0,0.0,35.0,PBS,7.4,10.0,NaCl,140.0,Sucrose,1.0,none,0.0,none,0.0,0.0,0.0,2.41,2.41,2.41,2.41,2.41
184,185,none,None,0.0,0.0,0.0,0.0,0.0,15.0,PBS,7.4,10.0,NaCl,140.0,Sucrose,0.75,none,0.0,none,0.0,0.0,0.0,3.03,3.03,3.03,3.03,3.03
185,186,none,None,0.0,0.0,0.0,0.0,0.0,20.0,PBS,7.4,10.0,NaCl,140.0,Sucrose,0.75,none,0.0,none,0.0,0.0,0.0,2.6,2.6,2.6,2.6,2.6
186,187,none,None,0.0,0.0,0.0,0.0,0.0,30.0,PBS,7.4,10.0,NaCl,140.0,Sucrose,0.75,none,0.0,none,0.0,0.0,0.0,1.93,1.93,1.93,1.93,1.93
187,188,none,None,0.0,0.0,0.0,0.0,0.0,35.0,PBS,7.4,10.0,NaCl,140.0,Sucrose,0.75,none,0.0,none,0.0,0.0,0.0,2.6,1.67,1.67,1.67,1.67
188,189,none,None,0.0,0.0,0.0,0.0,0.0,15.0,PBS,7.4,10.0,NaCl,140.0,Sucrose,0.5,none,0.0,none,0.0,0.0,0.0,2.22,2.22,2.22,2.22,2.22
189,190,none,None,0.0,0.0,0.0,0.0,0.0,20.0,PBS,7.4,10.0,NaCl,140.0,Sucrose,0.5,none,0.0,none,0.0,0.0,0.0,1.92,1.92,1.92,1.92,1.92
190,191,none,None,0.0,0.0,0.0,0.0,0.0,30.0,PBS,7.4,10.0,NaCl,140.0,Sucrose,0.5,none,0.0,none,0.0,0.0,0.0,1.42,1.42,1.42,1.42,1.42
191,192,none,None,0.0,0.0,0.0,0.0,0.0,35.0,PBS,7.4,10.0,NaCl,140.0,Sucrose,0.5,none,0.0,none,0.0,0.0,0.0,1.22,1.22,1.22,1.22,1.22
192,193,none,None,0.0,0.0,0.0,0.0,0.0,20.0,PBS,7.4,10.0,NaCl,140.0,Sucrose,1.0,tween-20,0.1,none,0.0,0.0,0.0,3.82,3.82,3.82,3.82,3.82
193,194,none,None,0.0,0.0,0.0,0.0,0.0,15.0,PBS,7.4,10.0,NaCl,140.0,Sucrose,1.0,tween-20,0.1,none,0.0,0.0,0.0,4.43,4.43,4.43,4.43,4.43
194,195,none,None,0.0,0.0,0.0,0.0,0.0,30.0,PBS,7.4,10.0,NaCl,140.0,Sucrose,1.0,tween-20,0.1,none,0.0,0.0,0.0,2.85,2.85,2.85,2.85,2.85
195,196,none,None,0.0,0.0,0.0,0.0,0.0,35.0,PBS,7.4,10.0,NaCl,140.0,Sucrose,1.0,tween-20,0.1,none,0.0,0.0,0.0,2.46,2.46,2.46,2.46,2.46
196,197,none,None,0.0,0.0,0.0,0.0,0.0,15.0,PBS,7.4,10.0,NaCl,140.0,Sucrose,0.75,tween-20,0.1,none,0.0,0.0,0.0,3.08,3.08,3.08,3.08,3.08
197,198,none,None,0.0,0.0,0.0,0.0,0.0,20.0,PBS,7.4,10.0,NaCl,140.0,Sucrose,0.75,tween-20,0.1,none,0.0,0.0,0.0,2.65,2.65,2.65,2.65,2.65
198,199,none,None,0.0,0.0,0.0,0.0,0.0,30.0,PBS,7.4,10.0,NaCl,140.0,Sucrose,0.75,tween-20,0.1,none,0.0,0.0,0.0,1.98,1.98,1.98,1.98,1.98
199,200,none,None,0.0,0.0,0.0,0.0,0.0,35.0,PBS,7.4,10.0,NaCl,140.0,Sucrose,0.75,tween-20,0.1,none,0.0,0.0,0.0,2.65,2.65,2.65,2.65,2.65
200,201,none,None,0.0,0.0,0.0,0.0,0.0,15.0,PBS,7.4,10.0,NaCl,140.0,Sucrose,0.5,tween-20,0.1,none,0.0,0.0,0.0,2.27,2.27,2.27,2.27,2.27
201,202,none,None,0.0,0.0,0.0,0.0,0.0,20.0,PBS,7.4,10.0,NaCl,140.0,Sucrose,0.5,tween-20,0.1,none,0.0,0.0,0.0,1.97,1.97,1.97,1.97,1.97
202,203,none,None,0.0,0.0,0.0,0.0,0.0,30.0,PBS,7.4,10.0,NaCl,140.0,Sucrose,0.5,tween-20,0.1,none,0.0,0.0,0.0,1.47,1.47,1.47,1.47,1.47
203,204,none,None,0.0,0.0,0.0,0.0,0.0,35.0,PBS,7.4,10.0,NaCl,140.0,Sucrose,0.5,tween-20,0.1,none,0.0,0.0,0.0,1.27,1.27,1.27,1.27,1.27
204,205,none,None,0.0,0.0,0.0,0.0,0.0,20.0,PBS,7.4,10.0,NaCl,140.0,Sucrose,1.0,tween-80,0.1,none,0.0,0.0,0.0,3.87,3.87,3.87,3.87,3.87
205,206,none,None,0.0,0.0,0.0,0.0,0.0,15.0,PBS,7.4,10.0,NaCl,140.0,Sucrose,1.0,tween-80,0.1,none,0.0,0.0,0.0,4.48,4.48,4.48,4.48,4.48
206,207,none,None,0.0,0.0,0.0,0.0,0.0,30.0,PBS,7.4,10.0,NaCl,140.0,Sucrose,1.0,tween-80,0.1,none,0.0,0.0,0.0,2.9,2.9,2.9,2.9,2.9
207,208,none,None,0.0,0.0,0.0,0.0,0.0,35.0,PBS,7.4,10.0,NaCl,140.0,Sucrose,1.0,tween-80,0.1,none,0.0,0.0,0.0,2.51,2.51,2.51,2.51,2.51
208,209,none,None,0.0,0.0,0.0,0.0,0.0,15.0,PBS,7.4,10.0,NaCl,140.0,Sucrose,0.75,tween-80,0.1,none,0.0,0.0,0.0,3.13,3.13,3.13,3.13,3.13
209,210,none,None,0.0,0.0,0.0,0.0,0.0,20.0,PBS,7.4,10.0,NaCl,140.0,Sucrose,0.75,tween-80,0.1,none,0.0,0.0,0.0,2.7,2.7,2.7,2.7,2.7
210,211,none,None,0.0,0.0,0.0,0.0,0.0,30.0,PBS,7.4,10.0,NaCl,140.0,Sucrose,0.75,tween-80,0.1,none,0.0,0.0,0.0,2.03,2.03,2.03,2.03,2.03
211,212,none,None,0.0,0.0,0.0,0.0,0.0,35.0,PBS,7.4,10.0,NaCl,140.0,Sucrose,0.75,tween-80,0.1,none,0.0,0.0,0.0,2.7,2.7,2.7,2.7,2.7
212,213,none,None,0.0,0.0,0.0,0.0,0.0,15.0,PBS,7.4,10.0,NaCl,140.0,Sucrose,0.5,tween-80,0.1,none,0.0,0.0,0.0,2.32,2.32,2.32,2.32,2.32
213,214,none,None,0.0,0.0,0.0,0.0,0.0,20.0,PBS,7.4,10.0,NaCl,140.0,Sucrose,0.5,tween-80,0.1,none,0.0,0.0,0.0,2.02,2.02,2.02,2.02,2.02
214,215,none,None,0.0,0.0,0.0,0.0,0.0,30.0,PBS,7.4,10.0,NaCl,140.0,Sucrose,0.5,tween-80,0.1,none,0.0,0.0,0.0,1.52,1.52,1.52,1.52,1.52
215,216,none,None,0.0,0.0,0.0,0.0,0.0,35.0,PBS,7.4,10.0,NaCl,140.0,Sucrose,0.5,tween-80,0.1,none,0.0,0.0,0.0,1.32,1.32,1.32,1.32,1.32
216,217,Pembrolizumab,mAb_IgG4,3.5,149.0,7.57,0.3,193.0,27.5,Acetate,5.0,20.0,none,0.0,none,0.0,none,0.0,none,0.0,1.3,1.1,15.25,11.11,10.38,6.9,4.0
217,218,Bevacizumab,mAb_IgG1,3.0,149.0,8.3,0.3,250.0,27.5,PBS,7.4,10.0,NaCl,140.0,none,0.0,none,0.0,none,0.0,1.0,1.0,15.99,15.99,14.51,7.97,3.82
218,219,Bevacizumab,mAb_IgG1,3.0,149.0,8.3,0.3,60.0,27.5,PBS,7.4,10.0,NaCl,140.0,Sucrose,0.1,none,0.0,none,0.0,1.0,1.0,2.76,2.76,2.76,2.52,1.2
219,220,Bevacizumab,mAb_IgG1,3.0,149.0,8.3,0.3,100.0,27.5,PBS,7.4,10.0,NaCl,140.0,none,0.0,tween-80,0.1,none,0.0,1.0,1.0,2.21,2.21,2.21,1.68,1.6
220,221,Bevacizumab,mAb_IgG1,3.0,149.0,8.3,0.3,100.0,27.5,PBS,7.4,10.0,NaCl,140.0,none,0.0,none,0.0,none,0.0,1.0,1.0,5.0,3.22,2.76,2.36,1.4
221,222,Bevacizumab,mAb_IgG1,3.0,149.0,8.3,0.3,80.0,27.5,PBS,7.4,10.0,NaCl,140.0,Sucrose,0.5,tween-80,0.05,none,0.0,1.0,1.0,5.32,3.84,2.48,1.9,1.81
222,223,Bevacizumab,mAb_IgG1,3.0,149.0,8.3,0.3,75.0,27.5,PBS,7.4,10.0,NaCl,140.0,Sucrose,0.25,tween-80,0.05,none,0.0,1.0,1.0,2.82,2.82,2.82,2.57,1.6
223,224,Pembrolizumab,mAb_IgG4,3.5,149.0,7.57,0.3,50.0,27.5,Acetate,5.0,20.0,none,0.0,Sucrose,0.1,tween-80,0.1,none,0.0,1.3,1.1,1.99,1.99,1.99,1.68,1.2
224,225,Pembrolizumab,mAb_IgG4,3.5,149.0,7.57,0.3,100.0,27.5,Acetate,5.0,20.0,none,0.0,none,0.0,none,0.0,none,0.0,1.3,1.1,3.16,3.16,2.3,2.1,1.43
225,226,Pembrolizumab,mAb_IgG4,3.5,149.0,7.57,0.3,80.0,27.5,Acetate,5.0,20.0,none,0.0,Sucrose,0.5,tween-80,0.1,none,0.0,1.3,1.1,3.91,3.8,3.22,2.69,2.0
226,227,Pembrolizumab,mAb_IgG4,3.5,149.0,7.57,0.3,100.0,27.5,Acetate,5.0,20.0,NaCl,140.0,none,0.0,none,0.0,none,0.0,1.3,1.1,7.59,4.14,2.99,2.31,1.3
227,228,Pembrolizumab,mAb_IgG4,3.5,149.0,7.57,0.3,60.0,27.5,Acetate,5.0,20.0,none,0.0,Sucrose,0.25,tween-80,0.05,none,0.0,1.3,1.1,2.88,2.88,2.3,1.79,1.4
228,229,Adalimumab,mAb_IgG1,3.0,148.0,8.7,0.3,267.0,27.5,PBS,7.4,10.0,NaCl,140.0,none,0.0,none,0.0,none,0.0,1.0,1.0,56.35,55.2,41.4,26.25,5.75
229,230,Adalimumab,mAb_IgG1,3.0,148.0,8.7,0.3,62.0,27.5,PBS,7.4,10.0,NaCl,140.0,Sucrose,0.25,none,0.0,none,0.0,1.0,1.0,1.61,1.61,1.61,1.37,1.12
230,231,Adalimumab,mAb_IgG1,3.0,148.0,8.7,0.3,100.0,27.5,PBS,7.4,10.0,NaCl,140.0,none,0.0,tween-80,0.1,none,0.0,1.0,1.0,7.13,4.72,4.14,3.78,2.14
231,232,Adalimumab,mAb_IgG1,3.0,148.0,8.7,0.3,80.0,27.5,PBS,7.4,10.0,NaCl,140.0,Sucrose,0.5,tween-80,0.05,none,0.0,1.0,1.0,6.44,5.75,4.83,4.31,1.6
232,233,Adalimumab,mAb_IgG1,3.0,148.0,8.7,0.3,75.0,27.5,PBS,7.4,10.0,NaCl,140.0,Sucrose,0.1,tween-80,0.05,none,0.0,1.0,1.0,5.18,2.65,1.61,1.26,1.04
233,234,BSA,Other,2.0,66.0,4.7,0.3,392.0,27.5,Histidine,6.0,15.0,none,0.0,none,0.0,none,0.0,none,0.0,0.85,0.9,61.54,55.11,45.01,29.36,27.96
234,235,BSA,Other,2.0,66.0,4.7,0.3,414.0,27.5,Acetate,5.0,20.0,none,0.0,none,0.0,none,0.0,none,0.0,0.85,0.9,129.51,74.41,57.87,40.26,33.0
235,236,BSA,Other,2.0,66.0,4.7,0.3,431.0,27.5,PBS,7.4,10.0,NaCl,140.0,none,0.0,none,0.0,none,0.0,0.85,0.9,146.97,110.23,71.65,53.68,44.0
236,237,BSA,Other,2.0,66.0,4.7,0.3,160.0,27.5,Histidine,6.0,15.0,none,0.0,none,0.0,none,0.0,none,0.0,0.85,0.9,3.85,3.59,3.27,2.86,2.38
237,238,BSA,Other,2.0,66.0,4.7,0.3,174.0,27.5,PBS,7.4,10.0,NaCl,140.0,none,0.0,none,0.0,none,0.0,0.85,0.9,4.4,4.4,3.67,3.52,2.41
238,239,BSA,Other,2.0,66.0,4.7,0.3,162.0,27.5,Acetate,5.0,20.0,none,0.0,none,0.0,none,0.0,none,0.0,0.85,0.9,4.59,4.59,4.31,3.77,2.5
239,240,BSA,Other,2.0,66.0,4.7,0.3,182.0,27.5,Histidine,6.0,15.0,NaCl,140.0,none,0.0,none,0.0,none,0.0,0.85,0.9,4.31,4.31,4.31,3.77,2.8
240,241,BSA,Other,2.0,66.0,4.7,0.3,172.0,27.5,Histidine,6.0,30.0,none,0.0,none,0.0,none,0.0,none,0.0,0.85,0.9,4.4,4.17,3.99,3.35,2.48
241,242,BSA,Other,2.0,66.0,4.7,0.3,169.0,27.5,Acetate,5.0,20.0,NaCl,140.0,none,0.0,none,0.0,none,0.0,0.85,0.9,4.68,4.13,3.27,2.1,2.0
242,243,BSA,Other,2.0,66.0,4.7,0.3,5.0,27.5,PBS,7.4,10.0,NaCl,140.0,none,0.0,none,0.0,none,0.0,0.85,0.9,1.008,1.008,0.96,0.96,0.8
243,244,BSA,Other,2.0,66.0,4.7,0.3,10.0,27.5,PBS,7.4,10.0,NaCl,140.0,none,0.0,none,0.0,none,0.0,0.85,0.9,1.032,1.032,1.032,0.96,0.8
244,245,BSA,Other,2.0,66.0,4.7,0.3,20.0,27.5,PBS,7.4,10.0,NaCl,140.0,none,0.0,none,0.0,none,0.0,0.85,0.9,1.104,1.104,1.104,1.056,0.88
245,246,BSA,Other,2.0,66.0,4.7,0.3,25.0,27.5,PBS,7.4,10.0,NaCl,140.0,none,0.0,none,0.0,none,0.0,0.85,0.9,1.2,1.2,1.2,1.152,0.96
246,247,BSA,Other,2.0,66.0,4.7,0.3,5.0,27.5,Acetate,5.0,20.0,none,0.0,none,0.0,none,0.0,none,0.0,0.85,0.9,1.008,1.008,0.96,0.96,0.8
247,248,BSA,Other,2.0,66.0,4.7,0.3,10.0,27.5,Acetate,5.0,20.0,none,0.0,none,0.0,none,0.0,none,0.0,0.85,0.9,1.032,1.032,1.032,0.96,0.8
248,249,BSA,Other,2.0,66.0,4.7,0.3,20.0,27.5,Acetate,5.0,20.0,none,0.0,none,0.0,none,0.0,none,0.0,0.85,0.9,1.2,1.2,1.2,1.152,0.96
249,250,BSA,Other,2.0,66.0,4.7,0.3,25.0,27.5,Acetate,5.0,20.0,none,0.0,none,0.0,none,0.0,none,0.0,0.85,0.9,1.344,1.344,1.344,1.296,1.08
250,251,BSA,Other,2.0,66.0,4.7,0.3,5.0,27.5,Histidine,6.0,15.0,none,0.0,none,0.0,none,0.0,none,0.0,0.85,0.9,1.008,1.008,0.96,0.96,0.8
251,252,BSA,Other,2.0,66.0,4.7,0.3,10.0,27.5,Histidine,6.0,15.0,none,0.0,none,0.0,none,0.0,none,0.0,0.85,0.9,1.044,1.032,1.044,0.984,0.82
252,253,BSA,Other,2.0,66.0,4.7,0.3,20.0,27.5,Histidine,6.0,15.0,none,0.0,none,0.0,none,0.0,none,0.0,0.85,0.9,1.104,1.104,1.104,1.056,0.88
